business_name,review_id,user_id,stars,review_date,review_text,funny,useful,cool
Roaring Fork,vn1GCQjWje7b7yuukTqyzw,cc-NjTz637u7EtFd83dn_w,5,2012-09-21,"Wow! 
The staff was attentive and friendly. The server was excited to share his input and help make an informed decision. The food was unreal!!! We ha",0,0,0
Armadillo Grill,25dYB3d9rm8SOx3FG2Itww,eSHP6jjkNeh8TxNlEWD4dw,5,2011-12-10,"Tasty, tasty food. We mostly go on reverse happy hour and just get apps, but their burgers are really yummy. And the tomato soup! The tomato soup is c",0,0,0
Jimmy John's,SLkw-f_O9dvB2wOE-xy4Ig,PiIdsdEd8JrRaMv5aDzSZA,4,2010-09-13,At last a sandwich spot that is not a last resort when you run out of ideas of where to go for lunch. The traits of their bread are masterly perfected,0,2,0
Sushi 101 Japanese Restaurant,RjGoKjtIa3B5Y0ws2q3zwA,1VEzp4nC1agiWL9ZTpy-cw,4,2013-10-25,"I don't like to eat Sushi, but I went to this restaurant with my friends. They all said it is a good restaurant!",0,0,0
Kazimierz World Wine Bar,yUZ1tD8nKMaJIc7ozJ4gOA,hjJPKQ1Ah91h3fVbc8GsOg,5,2010-04-11,"I really, really adore this hidden, atypical Scottsdale scene.  I like how it is secluded and away from the busy part of Old Town!  The sign is not th",0,3,1
Mastro's Steakhouse,VHnm6OCuF0lWBuqs_t5MjQ,1GOrKe1MPz_ZG55oDBhRxg,5,2013-05-24,"Excellent! Great steaks and sides. If you should choose to try Mastro's, you will be paying a premium for your steaks, seafood , etc but it is money w",1,1,2
FedEx Office Print & Ship Center,q16fotseADIB_KfXHBSSVQ,kffxYQVQsEpF1DVlQlcGCg,5,2012-03-04,"This place is really the greatest! They are open 24 hours a day, It is a very clean location   They are all quite friendly here. Plus, there is a guy ",3,2,2
Lux,z2lMgELJQ7xtdAhCpG8CJQ,nbofxFWHORebBHh10OgYLA,5,2012-11-22,"Finally, a cup of coffee in Phoenix that IS FANTASTIC. SOO FANTASTIC. I'm thrilled! I've been trying to find something comparable to the best in SF, a",0,1,1
Krua Thai Cuisine,R5FLOQFoFbnL-ZX49yBtqQ,yzG7qvuLG73CvzxDMDizvQ,3,2013-04-12,Went here one night for take out after going to zumba across the street.  The tom yum was delicious and spicy.  The thai beef salad puzzled me because,0,0,0
Aj's Purveyor of Fine Foods,sD3DM6ZbmO-h4bllnBXaDw,khPlizt3ava1xkbtAxHQnw,4,2011-01-24,If you don't mind the dent this place will put in your wallet you will love it. This is my go to store if there is a specialty item I can't find at my,0,1,0
noca,RDjKq8TI-ux3FiQdgQNnPQ,Jt_ym6LJrXXeI9yIUb7-9A,5,2011-03-19,Top Five for Phoenix! Serious food with a restaurant team that doesn't take themselves too seriously. Fish dishes are always fresh and full of flavor.,0,1,0
Roosevelt Square Apartments,2r2hIxKJ4xjDI27yFLOoVA,R9uDXvmUyS-xQ8ia2RJHvw,1,2012-12-17,"I loved this place when I moved in.  I thought it was perfect.  I had a great view from my balcony, steps away from Pita Jungle and Lola Coffee.  Ther",1,8,0
Lucky Boy Burger Shop,d-a9jaFWTJPrpNJH6veQ3g,du6KeE54IFbPiXpU3LOd1g,4,2009-03-31,"I had to make the Great Circle trip to DoPho and CenPho, although I always think of it as GoPho (going to Phoenix...it seems like a long journey).
Tod",5,7,8
Lux,ngy3Fh4UmRRcBlTHOO7KcA,OzkcCHey4yWtzwXionB03g,5,2011-08-19,"The new Lux is amazing! In addition to the aspects that haven't changed, like serving the best espresso in the Valley combined with one-of-a-kind bake",0,0,0
ArizonaDriver.com,qyecPf7DyHT1gNwIFsQ3mg,VqSCQCva71Q-ZVcMsYfQuw,4,2011-05-10,"Very basic class to have a speeding ticket removed. 4.5 hours went by ssssssllllowwwlllllllllyyyyy! You'd have to be a cyclops to read this slow!
Anyh",0,1,0
Boutique Solie,uevPo6ztPmWjyCp5f_byZQ,Eg_UL0XaV_g4Dr3AeGZHUw,5,2012-09-24,"I am not the best at surprising my lady with gifts for no reason, I always feel silly shopping in the ladies section at department stores.  So I was d",1,1,0
AZ Bread Company,l_8SHQMj0K3iE5tpT5Mpew,wFweIWhv2fREZV_dYkz_1g,4,2013-05-01,"Anything on this menu that says ""green chile"" is going to be delicious.",3,5,4
Grand Avenue Tavern,rDd4wN8hOy3-5ndrwQYWWw,6kmu0mYbdpMIOZ6Y0eVsxg,4,2008-07-22,"OMG 6 rolls of toilet paper in the ladies' room!  All unwrapped, on really nice wooden bars.  That's huge, boys.  Huge!
I love the front door - it's m",4,3,3
Buffalo Wild Wings,lLFG191j6yyaJaACzRB1fw,PS0lCxjGNeUrKxYSdpW-Aw,2,2007-07-13,"UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
Not my type of place at all, but perfect for manly men and frat boys.
Buffalo Wild Wings has decent food and an a",0,0,0
Morton's The Steakhouse,vk-7dcvgbSUWKU_FspoACw,Aq8ejOE2q83Rxjxk8igSYg,2,2013-05-29,"Went there with 3 others during ""restaurant week"".  Usual parking problems with the valet parking hogging the lot.   Place was clean, service was good",0,1,0
Woodlands Vegetarian South Indian Kitchen,2HonpIFcD47zjGfWyZcrRQ,5sOw9CjPIrkqsjT_aWYSuw,5,2012-02-12,"I'm a regular to this restaurant. Being a south indian myself, I can vouch for their great quality south indian food.
My favourites here are the venp",0,0,0
Custom Crafted Floor Covering,d5LMaeeM5eeKEEqgdOINoA,Pzt33pYcIUorelheYOSeFw,5,2013-08-13,"Quality isn't something that can be argued into an article or promised into it. It must be put there. If it isn't put there, the finest sales talk in ",1,0,0
The Phoenician,XtXpSKRUj0BxD38CukI_mA,xFRs6iNXJCGN-MH9bWCjGA,2,2013-01-27,The wonderful weekend we had is completely overshadowed by the difficulty we are having in getting a corrected bill. We were double charged a deposit ,0,2,1
Lo-Lo's Chicken & Waffles,_zBqtPxc3bVpfpnJsGPeTw,x4eIi_YiwKj1pzcspeLt-Q,5,2009-05-03,"I love going to Lo-Lo's.  It's unique and clever, the food is terrific, and the wait is reasonable - standard breakfast waiting.  The whole concept of",0,2,0
Phoenix Mesa Gateway Airport,KEfYGLovmzXlEDv0y5eLSw,LR70fysbeSgOAS_m-H04eA,4,2013-06-26,"For certain customers, Mesa Gateway beats Sky Harbor by 30 miles.  The biggest plus is the number of friendly TSA agents that will whisk you through a",0,2,0
Philadelphia Sandwich Company,LbN6r8tdxDFZQF5ltExa4Q,100Df1wcVrl9rJgB7EG6xw,4,2011-06-06,"Love, love this place!  The cheesesteaks are amazing and they so many different ones to choose from.  Plus they are open 24/7! 
The only thing I have",1,1,0
Trickshot Billiards And Hookah,KsV5_8mY9uhKHAuh_xvXWA,HmDK74WIzTk6CmVLIueN_A,4,2009-06-10,"I went there last night with the guys, had a really nice time the music was very chill not the usual all metal crap it was a good mix from rise agains",1,2,1
Macayo's Mexican Kitchen,-wi1rpoo0Rx1K2eJXyl4Vg,33vUIil_GCaT92aUaZhRXA,3,2010-11-18,"I hadn't been to Macayo's in years & was craving Mexican food so my dad & I headed over there for lunch today.
The 1st thing I thought when entering ",0,2,1
Peter Piper Pizza,Uxvo61W7EDuPMSiR906X2w,K4FAia2Iy5MVnmBLfS-mCg,5,2005-04-14,"Peter Piper is Arizona's family oriented pizza chain. Most people think the pizza is complete garbage and often describe it as cardboard, but I think ",0,0,0
C-Fu Gourmet Restaurant,rziTWu4R2yaF5TkWCy8nVw,Bmzq_nkjYqp8aWn12RJdhA,5,2011-06-05,"We had our rehearsal dinner here. The owner helped us with our budget, gave us a custom specialty order. It was great! The food was very good!",1,0,0
Yummy Yummy Chinese Restaurant,LrOrhiuGS_HX2Lit3DV6lw,HOeDPrTZlOUu5LyBzMiIHg,3,2012-06-30,"Ok, I am reviewing this so I will go with 3 stars.  If my boyfriend were reviewing he would give it no more than 1 star.  Especially after getting sic",0,1,0
Holiday Inn Hotel & Suites Phoenix-Mesa/Chandler,PMfQqsKlrBBJBsCF3ljuLg,m5-3onu1zp4l50V-PmZKgg,1,2013-01-26,We discovered after returning home that we left an item in the room. WE know exactly where it was when we left. After three phone calls to the hotel t,0,2,0
Brio Tuscan Grille,HQY7UZFLj1JjpMUC957Blg,lO-BFoKV0WF12jBkEwkFWQ,5,2013-10-27,"Damn Bru Brio Shmio my mayne.
Niggas in dere be stunting..dope man
Yeah the foods aight but dem tables be glossy af man
De ruh voody smoody
Pasta a la",1,0,0
Golfland Sunsplash,IhVbSMCcGaK_S81ufVZ8hw,nk5CqZnOt6iXE-32tf53TA,4,2013-04-15,If you plan on going more than 2x nothing beats the annual pass. Water park in the summer is our kids favorite spot and an easy time killer during tho,0,0,0
Humble Pie,sEB88bREU2FL4YocOsYFew,rS6VIu1bhDyI7OfaNwnQdg,4,2013-01-04,"Most people go here for the pizza, but I love the fries and wine...especially during happy hour :)",0,0,1
Krispy Kreme,_XNwgiMrSjCNMWABTxbYhw,of23DD-S_kl3mIup7NR9yg,5,2010-08-26,"Almost gone but not forgotten in the Chicago land area.  Pretty well stocked in the grocery bakery section, but still no stores to get the fresh ones!",0,0,0
Town Of Queen Creek,x4lHLhaZBpmeLepvcdjJHA,66CvWYdsXZcInKUGw62BwA,5,2010-03-31,"Queen Creek living is the Life...I have lived in the Valley for most of my 35 years and this is the best place I have been, West side, East Side and S",3,1,0
Bookmans Entertainment Exchange,t49DSDP74xJsBcO5P9m0uw,K6JcyAcWcQFYEf-536o3kw,4,2012-01-27,I collect video games and check Bookman's every couple of months. Their selection varies but its a cool place to get old school games and systems. The,0,1,0
RigaTony's,JcaaTMNu408VVN-ATLdk_Q,xiVEWRbM3dmZKSNXiD3vdA,3,2013-07-13,Only eaten here once. Loved the bread and the apple bread pudding was fantastic. Got chicken parmesan. Chicken was cooked nicely. Sauce is slightly to,0,0,0
Willow Stream Spa at the Fairmont,mCJU0CcEcbzTbcpdLuyYDQ,58YQSpx5Ct8W3HxFhNs-Lw,1,2013-09-04,Review for RIP SURFER CLASS.  I just want to clarify that this review if for the Fitness class and is in no way a reflection of the spa.  I have been ,0,0,0
Pig & Pickle,qf1UtxLM9pAOwJKr1UTqfA,xcp4-nNhZqd32_Mq86isUw,2,2013-09-21,"Tried this place last night, we live nearby. Not sure we will go back. The food was pretty good, we had  the hangar steak, and believe or not, the coo",0,0,0
Stacy's Smokehouse,00KXNZy0WL-fes4J0-HvEg,OYpsdMcpdCdlkknpgpFMLA,3,2008-10-22,"Stacy's Smokehouse is delicious. I tried it today with a friend for lunch. After eating there, I'm not sure why it isn't completely packed out during ",0,2,1
Aunt Chilada's,ocifz_UANEkIZqLUGb5xsQ,IhcTLLWKS6ZiNyIX9oQQPQ,2,2010-02-16,"There are so many more places you can spend your hard earned cash and get a much better meal. Telling the truth is not slander.  
Yes, the chips and ",0,4,0
Snooze AM Eatery,VQpb0MmW428bom_LjviUiA,crYsXSL3Q8R4mNcy0k5pow,5,2014-01-11,Great place for a very tasty but unique breakfast.  I enjoyed it thoroughly!,0,0,0
Fry's Food Stores,wCZjZyCWnzlvqujkBMJYwg,LAh3Vv2GWu5hBQD7P1R8mg,5,2013-02-25,Always the best in prices and customer service. .,0,0,0
Hyatt Regency Scottsdale Resort and Spa,w_D9twOmT_hn6j7nMtDqHw,1k7H--FXiqQKKQARlcacqA,5,2012-08-08,"I must say I was so pleasantly surprised at this oasis in the dessert !
Incredible place to stay especially for the price!
Loved everything about this",0,1,0
Civic Center Mall,WqReBjM1EC0pC9XuaZVVuA,oZuNME_exUMSjrcg6uRFjw,5,2013-06-04,"I've worked several events that have taken place here. This is a great place for events such as the culinary festival, beer festival etc. The land is ",1,1,1
Lee's Sandwich Shop,csfeucaWAq4RCMBXN9UKXA,fJTq39fyj0EPMydqKwz-Rw,4,2014-01-02,"Bless them, Lee's is now open until 8 pm!",0,2,1
1st Round Draft,jjoC9pG6zHXOkTLvuu40hg,weYT-xJwz8o7mLNWIhD6HA,1,2010-08-01,Went for a free poker tournament and was quite disappointed (and disgusted?) in the place.  I literally STUCK to the floor.  It was gross.  Their carp,1,0,0
Chino Bandido,QxmI2LQC4rIjuCvUebwSiQ,6PK5A42TUkNJSJKg5PAI5g,5,2011-03-05,I have been eating here for 16 years and it is fabulous!!!  The Jerk chicken is my favorite and then the Machaca is next.  The best part is that you c,0,0,0
El Rico's Dos Mexican Food,SQYKY-Fffh6nnJYAy7XIHA,gOyzDxS6lU2JeWGl6ChsUA,5,2011-08-03,"Simply awesome.  We ate there on a Tuesday (Taco Tuesday) and it was also during happy hour.  Before tax and tip, our family got the following for $26",0,5,0
Wag N' Wash Healthy Pet Center,XzAk8BvApqzVOknuPZb9bw,E5qFR0RBQBoXx8FbrOkdbw,5,2012-05-22,"LOVE this place.  
The prices are in line with Petsmart, but Petsmart doesn't give you your 11th bag free. Wag N Wash does. 
I love the variety of b",1,7,4
Thai Elephant,4t8qdFnxaDy2TuivniAyVg,lCq45LZbHpZXD72GJ7YOXQ,5,2010-12-15,"What a great find! Located off of Yelp after a business meeting in the area & we were hungry before we hit the road. Very comfortable space, lighting ",0,0,0
Honey Bear's BBQ,HYcQ9YPK0xlap9a3Juw7Hw,5c4p-A1sLBlpS1cPaMpdBg,4,2012-06-19,Best beans I've ever had and an excellent BBQ sauce!!  Rib tips and chicken were great.  Coleslaw and potato salad ok.,1,0,0
Nami,WUqWb_M6mHkmNRL1GEiD9A,er51B8EPsYeJj-sX2Nw4gQ,5,2012-02-14,"Yeah!   Love this place!!  Went for coffee, nothing special an Americano...it was so creamy and delicious!  Wonder what they use for soy milk?  While ",0,0,0
Donovan's Steak & Chop House,txhakv_IKiqw6WPXt1o5aQ,DOJM58OkGSsIdk2qCUZnLQ,5,2011-03-19,"I knew I was in trouble when I was told I needed to dress up for our anniversary dinner. Hubby set up a wonderful surprise, which turned out excellent",0,1,0
Oregano's Pizza Bistro,u0TemrC0hcmr7UVwF6TjYA,0PGDayleMFEr_AjeqV16bQ,5,2012-08-02,Customer service ..food everything about this place is good had the stuffed pizza ..also for dessert i recomend the pizza cookie ..if you try it you w,0,1,0
Yupha's Thai Kitchen,RNIC8bMlFUqVg2-CdzaSAQ,wLuDGMXytNVTF8ZU2gwUEQ,4,2011-12-23,"I had the pad thai here, it was just O.K.... It was flavorful, yet still a bit too sweet. I still think Thai Lahna has the best pad thai. THAT said, I",0,0,0
U.S. Egg,g1WnZUDxJgARBOZsVTlIRw,8eSZ5VFUnFckouBgey0Rkw,5,2010-06-05,"I'm not typically a breakfast kind of guy, but occasionally I get a craving for breakfast foods. Whenever I get this craving, U.S. Egg is my go-to pla",0,0,0
Knights Inn Fairground-Phoenix,n87fOPvvKllOG7gcO6SCZw,EL4pxviMP9vHLZXIZBwSiw,3,2012-06-26,This motel is located next to a strip club but that doesn't mean you're going to see suspicious activity every night. I know this because we stayed he,0,1,0
Gilbert Stadium Cinema,X7rSnJism2yaarUfEmU1xA,STkKe07WctjXpl7iy56cSA,4,2011-04-22,I've been going here since I moved to Gilbert about 5 years ago and I've always been happy with the service. I just hope it doesn't close down because,0,0,1
Brueggers Bagels,Efag68GrKBuWJZgY6xclTQ,51HVuEqPIv0I9Ql81Vl52w,5,2014-01-23,Bruegger's has a good variety of food for breakfast and lunch. I have eaten in and grabbed something to go and the service has always been great!  I w,0,0,0
Los Rubios Mexican Food,ikcNsMi_LPhDCeP-uRELWA,8CNEh7fSbLwDuAKhLjDPKQ,3,2010-01-19,"Nothing wrong with this place at all, service was good and food came up quick.  We had to turn down the volume on the tv with the mexican soaps blarin",0,3,2
Matt's Big Breakfast,70k3PvBPRsV6-6nofCkHhg,thdVzCfKx-DV0zYWqId3pw,4,2010-08-10,"My Dad has been wanting to try this place since he saw it on the Food Network. Well, now that he's in town, he got his chance. 
It's a great little p",1,3,1
Delhi Palace Cuisine of India,H31p8z2dbVzIzrtFX7Htew,S6dMSg6glAJjZKQzPJh6qQ,4,2013-07-02,I am reviewing this based on the  Chicken Tikka Masala.  I haven't ordered anything else on the menu and I really don't think I need to.  This dish is,0,1,1
Maryvale Golf Course,P_Rv1dWkoH7iIIXBPhJMbw,WRVrxPlDOCFsKmzhjdGqxg,3,2009-03-02,"I played my first (and probably last) game of golf in life and in Phoenix at this course. The older man at the ""club house"" gave my friends and I a fr",2,2,1
The White Chocolate Grill,NHgCvLOyU3NJpJY_jHmWaA,MM3iXIoKa-MrFMGTKUvb0w,4,2012-06-21,"Bobby runs a great operation. Other than the enchiladas, I have never had a meal that I didn't like.",0,0,0
Ted's Hot Dogs,xSNj5fCOsmo-68btJzq-Qg,OMC3DRyGrDbq-oMtdRAH8Q,3,2009-11-14,This place is the best hot dog joint around.  They have a large selection of dogs to choose from and they are all cooked over a wood burning grill.  I,0,0,0
Schiller Heating & Cooling,hlgPlNd_8AgjBUEIGEr_mA,ZZ5hV2jcxchiZo6C9AXq_Q,5,2012-06-01,"im always afraid that my air conditioning unit is going to break down and not only will i be stuck in my house sweating buckets, but my wallet would b",0,1,1
Above and Beyond Dog Grooming,o9_DVNIPrtinmFzibEh3KQ,84RErEvW4ZKg_F0evgLa4w,5,2013-10-18,I take my dogs on a regular basis to Above and Beyond. I have for several years. I moved from Anthem but I still make a 45 minute drive to bring my do,0,0,0
Reathrey Sekong,wmCWoFsJPtgwGzgKG3cQ5g,yhGfcKunPjcy-v-1ppr6oQ,4,2011-06-15,"What a charming little place! Their food was great, and they had awesome decorations and little touches that made this place feel so authentic. I had ",0,1,1
Spinato's Pizzeria,IGDCMnvOQvlhwXSHttNf4w,H2S-pCWU_SLMdeJd5SVhKg,3,2013-04-22,"I came here for take out on a Monday at lunch and was helped by a wonderful hostess who after talking to me about some vegetarian menu items, directed",0,1,0
Blu Burger Grille,WOGvPQ1Yfft1IdYiUOhyXQ,M-j04kcOanazSntBzoD3ng,3,2011-03-20,"Groupon told me about this place. Went in expecting some upscale experience, but it wasn't close, especially considering the prices. In hindsight, In-",0,0,0
BlueMoon Vietnamese Kitchen,wKZNYKjD2YpccyZEDpSbHQ,zpO48W_9oy0XDodnw8nX_Q,4,2013-03-08,"Not the greatest and kind of low on meats, but in AZ, I don't expect much so this will do for the price. Alot better than $10 pho which is ridiculous.",0,0,0
Cold Beers & Cheeseburgers Old Town Scottsdale,P7EWJwKw3xp0XQFXqNAOZg,hebAltnR9VqynQs_VWXBrg,4,2013-11-19,Went here for the first time a week ago.  Got sat right away on a busy Saturday night even though they were pretty packed.  We ordered drinks and the ,0,0,1
Midas Auto Service,NtYvLaJKTbrIz7pKfOhPUg,ff7qyc4tn-BhzY9oAqjK-g,1,2010-07-02,"They didn't fully honor the oil change coupon discount, told me I needed a lot of stuff that I didn't need. which I declined. They didn't seem trustwo",0,2,0
Fleming's Prime Steakhouse & Wine Bar,uSWbPp9q7d39xlc6JDjJMg,MXtZzGCjo38nOqu3FKbMhg,2,2014-01-02,We've previously dined here before and had a great time but I guess they've gone downhill since then (or at least this location). There's no valet :( ,0,0,0
Pizzeria Bianco,IcNEcGu74Uked3Io2eCxTg,PNAkqna65eJq8Od5dl1iDA,5,2009-01-01,Fantastic pizza and smiling service. I'm pretty sure that Mr. Bianco's special ingredient is love.,1,2,2
Kona Grill,bQdikpib3MUx9_77CV8ZVg,H2SxgJ8Z_FtQ3YeH-LENfw,5,2013-06-07,"Visited Kona Grill on a Saturday night, we arrived about 5 ish and took a seat at a nice table at the bar. Our waitress was attentive, funny and made ",0,0,1
Pizzeria Bianco,mdcp6o1IyDKtvuyuX0U3TQ,3mvaCvemA_ploYdWcsYIOg,5,2013-07-25,Love Pizzeria!,0,0,0
Mimis Cafe,R1GDGZeTL4jUzSQcNRg1YQ,ZcEstCa4fDhNXrkZ8_Gh0Q,4,2011-12-18,"It is always a chore to find some place you can take kids under 5 for dinner and still get a cappuccino, a glass of wine or a broiled salmon for yours",1,1,1
Rubio's Fresh Mexican Grill,UWcXBcjX8hH0Yvlq-3W02w,iBO2m9xXivsIbvFnZHsNvg,4,2009-03-16,"Fresh fast food, but a tad on the expensive side for what it is. I much prefer this place to Baja Fresh or Chipotle- Home of the ten dollar burrito! T",1,1,1
